"region","depot","item_no","tms","ams","month","year"
"SW","BENIN","113441",202.775290322581,101.38764516129,10,2022
"SW","BENIN","113441",123.1224,61.5612,11,2022
"SW","BENIN","113441",124.971142857143,62.4855714285714,12,2022
"SW","BENIN","BHF20HLK",4851.7268,2425.8634,1,2022
"SW","BENIN","BHF20HLK",5162.244,2581.122,2,2022
"SW","BENIN","BHF20HLK",4572.9983483871,2286.49917419355,3,2022
"SW","BENIN","BHF20HLK",3974.69313333333,1987.34656666667,4,2022
"SW","BENIN","BHF20HLK",3922.84064516129,1961.42032258065,5,2022
"SW","BENIN","BHF20HLK",4045.4014,2022.7007,6,2022
"SW","BENIN","BHF20HLK",4074.46593548387,2037.23296774194,7,2022
"SW","BENIN","BHF20HLK",4418.12658064516,2209.06329032258,8,2022
"SW","BENIN","BHF20HLK",3613.27133333333,1806.63566666667,9,2022
"SW","BENIN","BHF20HLK",2703.06419354839,1351.53209677419,10,2022
"SW","BENIN","BHF20HLK",4457.62773333333,2228.81386666667,11,2022
"SW","BENIN","BHF20HLK",3629.45028571428,1814.72514285714,12,2022
"SW","BENIN","D108881",24.4892,12.2446,1,2022
"SW","BENIN","D108881",24.7147142857143,12.3573571428571,2,2022
"SW","BENIN","D108881",27.4056129032258,13.7028064516129,3,2022
"SW","BENIN","D108881",29.052,14.526,4,2022
"SW","BENIN","D108881",36.7126451612903,18.3563225806452,5,2022
"SW","BENIN","D108881",29.9366666666667,14.9683333333333,6,2022
"SW","BENIN","D108881",14.5965161290323,7.29825806451613,7,2022
"SW","BENIN","D108881",14.1783870967742,7.0891935483871,8,2022
"SW","BENIN","D108881",27.0422666666667,13.5211333333333,9,2022
"SW","BENIN","D108881",33.5961935483871,16.7980967741935,10,2022
"SW","BENIN","D108881",21.0296666666667,10.5148333333333,11,2022
"SW","BENIN","D108881",20.4582857142857,10.2291428571429,12,2022
"SW","BENIN","HIT20NG",47.1674,23.5837,1,2022
"SW","BENIN","HIT20NG",49.5175,24.75875,2,2022
"SW","BENIN","HIT20NG",47.7247741935484,23.8623870967742,3,2022
"SW","BENIN","HIT20NG",51.4394666666667,25.7197333333333,4,2022
"SW","BENIN","HIT20NG",72.3209032258065,36.1604516129032,5,2022
"SW","BENIN","HIT20NG",68.2237333333333,34.1118666666667,6,2022
"SW","BENIN","HIT20NG",56.3047741935484,28.1523870967742,7,2022
"SW","BENIN","HIT20NG",45.9136129032258,22.9568064516129,8,2022
"SW","BENIN","HIT20NG",32.7188,16.3594,9,2022
"SW","BENIN","HIT20NG",53.9712903225806,26.9856451612903,10,2022
"SW","BENIN","HIT20NG",51.7484666666667,25.8742333333333,11,2022
"SW","BENIN","HIT20NG",37.969619047619,18.9848095238095,12,2022
"SW","BENIN","PMF20HLK",58.7392,29.3696,1,2022
"SW","BENIN","PMF20HLK",49.616,24.808,2,2022
"SW","BENIN","PMF20HLK",48.2054193548387,24.1027096774194,3,2022
"SW","BENIN","PMF20HLK",73.2504,36.6252,4,2022
"SW","BENIN","PMF20HLK",71.4210322580645,35.7105161290323,5,2022
"SW","BENIN","PMF20HLK",67.52,33.76,6,2022
"SW","BENIN","PMF20HLK",106.358064516129,53.1790322580645,7,2022
"SW","BENIN","PMF20HLK",83.4134193548387,41.7067096774194,8,2022
"SW","BENIN","PMF20HLK",57.2995333333333,28.6497666666667,9,2022
"SW","BENIN","PMF20HLK",116.258516129032,58.1292580645161,10,2022
"SW","BENIN","PMF20HLK",105.178533333333,52.5892666666667,11,2022
"SW","BENIN","PMF20HLK",61.8784761904762,30.9392380952381,12,2022
"SW","BENIN","PMM20HLK",38.4342,19.2171,1,2022
"SW","BENIN","PMM20HLK",26.5647142857143,13.2823571428571,2,2022
"SW","BENIN","PMM20HLK",20.6845161290323,10.3422580645161,3,2022
"SW","BENIN","PMM20HLK",40.5606666666667,20.2803333333333,4,2022
"SW","BENIN","PMM20HLK",35.9416129032258,17.9708064516129,5,2022
"SW","BENIN","PMM20HLK",15.9524666666667,7.97623333333333,6,2022
"SW","BENIN","PMM20HLK",20.1733548387097,10.0866774193548,7,2022
"SW","BENIN","PMM20HLK",28.527935483871,14.2639677419355,8,2022
"SW","BENIN","PMM20HLK",29.8016666666667,14.9008333333333,9,2022
"SW","BENIN","PMM20HLK",18.770064516129,9.38503225806452,10,2022
"SW","BENIN","PMM20HLK",16.5046666666667,8.25233333333333,11,2022
"SW","BENIN","PMM20HLK",43.2792380952381,21.639619047619,12,2022
"SW","BENIN","RKF20HLK",2068.366,1034.183,1,2022
"SW","BENIN","RKF20HLK",1717.0475,858.52375,2,2022
"SW","BENIN","RKF20HLK",1903.66619354839,951.833096774193,3,2022
"SW","BENIN","RKF20HLK",3268.11,1634.055,4,2022
"SW","BENIN","RKF20HLK",3187.92232258065,1593.96116129032,5,2022
"SW","BENIN","RKF20HLK",2761.1864,1380.5932,6,2022
"SW","BENIN","RKF20HLK",2789.06896774194,1394.53448387097,7,2022
"SW","BENIN","RKF20HLK",2567.88509677419,1283.9425483871,8,2022
"SW","BENIN","RKF20HLK",3106.69086666667,1553.34543333333,9,2022
"SW","BENIN","RKF20HLK",3546.59967741935,1773.29983870968,10,2022
"SW","BENIN","RKF20HLK",2571.18613333333,1285.59306666667,11,2022
"SW","BENIN","RKF20HLK",2275.26847619048,1137.63423809524,12,2022
"SW","BENIN","RSF20HLK",0.088,0.044,1,2022
"SW","BENIN","RSF20HLK",0.292857142857143,0.146428571428571,2,2022
"SW","BENIN","RSF20HLK",0.955483870967742,0.477741935483871,3,2022
"SW","BENIN","RSF20HLK",0.689333333333333,0.344666666666667,4,2022
"SW","BENIN","RSF20HLK",0,0,5,2022
"SW","BENIN","RSF20HLK",0,0,6,2022
"SW","BENIN","RSF20HLK",0,0,7,2022
"SW","BENIN","RSF20HLK",0,0,8,2022
"SW","BENIN","RSF20HLK",0,0,9,2022
"SW","BENIN","RSF20HLK",0,0,10,2022
"SW","BENIN","RSF20HLK",0,0,11,2022
"SW","BENIN","RSF20HLK",0,0,12,2022
"SW","BENIN","TB00004",0,0,1,2022
"SW","BENIN","TB00004",0,0,2,2022
"SW","BENIN","TB00004",0,0,3,2022
"SW","BENIN","TB00004",0,0,4,2022
"SW","BENIN","TB00004",0,0,5,2022
"SW","BENIN","TB00004",0,0,6,2022
"SW","BENIN","TB00004",0,0,7,2022
"SW","BENIN","TB00004",0,0,8,2022
"SW","BENIN","TB00004",0,0,9,2022
"SW","BENIN","TB00004",0,0,10,2022
"SW","BENIN","TB00004",0,0,11,2022
"SW","BENIN","TB00004",0,0,12,2022
"SW","EKPOMA","10040447",2.5588,1.2794,1,2022
"SW","EKPOMA","10040447",2.16378571428571,1.08189285714286,2,2022
"SW","EKPOMA","10040447",2.52232258064516,1.26116129032258,3,2022
"SW","EKPOMA","10040447",2.68866666666667,1.34433333333333,4,2022
"SW","EKPOMA","10040447",2.76387096774194,1.38193548387097,5,2022
"SW","EKPOMA","10040447",2.67666666666667,1.33833333333333,6,2022
"SW","EKPOMA","10040447",2.1798064516129,1.08990322580645,7,2022
"SW","EKPOMA","10040447",2.41141935483871,1.20570967741935,8,2022
"SW","EKPOMA","10040447",2.7274,1.3637,9,2022
"SW","EKPOMA","10040447",2.93567741935484,1.46783870967742,10,2022
"SW","EKPOMA","10040447",3.27486666666667,1.63743333333333,11,2022
"SW","EKPOMA","10040447",2.41238095238095,1.20619047619048,12,2022
"SW","EKPOMA","10047371",0,0,1,2022
"SW","EKPOMA","10047371",0,0,2,2022
"SW","EKPOMA","10047371",0,0,3,2022
"SW","EKPOMA","10047371",0,0,4,2022
"SW","EKPOMA","10047371",0,0,5,2022
"SW","EKPOMA","10047371",0,0,6,2022
"SW","EKPOMA","10047371",0,0,7,2022
"SW","EKPOMA","10047371",0,0,8,2022
"SW","EKPOMA","10047371",0,0,9,2022
"SW","EKPOMA","10047371",0.00193548387096774,0.000967741935483871,10,2022
"SW","EKPOMA","10047371",0,0,11,2022
"SW","EKPOMA","10047371",0,0,12,2022
"SW","EKPOMA","10056877",2.048,1.024,1,2022
"SW","EKPOMA","10056877",1.95214285714286,0.976071428571429,2,2022
"SW","EKPOMA","10056877",2.01677419354839,1.00838709677419,3,2022
"SW","EKPOMA","10056877",1.562,0.781,4,2022
"SW","EKPOMA","10056877",2.35387096774194,1.17693548387097,5,2022
"SW","EKPOMA","10056877",3.69146666666667,1.84573333333333,6,2022
"SW","EKPOMA","10056877",2.31806451612903,1.15903225806452,7,2022
"SW","EKPOMA","10056877",1.5341935483871,0.767096774193548,8,2022
"SW","EKPOMA","10056877",2.13766666666667,1.06883333333333,9,2022
"SW","EKPOMA","10056877",2.59361290322581,1.2968064516129,10,2022
"SW","EKPOMA","10056877",3.38,1.69,11,2022
"SW","EKPOMA","10056877",3.64761904761905,1.82380952380952,12,2022
"SW","EKPOMA","10063228",0,0,1,2022
"SW","EKPOMA","10063228",0,0,2,2022
"SW","EKPOMA","10063228",0,0,3,2022
"SW","EKPOMA","10063228",0,0,4,2022
"SW","EKPOMA","10063228",0,0,5,2022
"SW","EKPOMA","10063228",0,0,6,2022
"SW","EKPOMA","10063228",0,0,7,2022
"SW","EKPOMA","10063228",0,0,8,2022
"SW","EKPOMA","10063228",0,0,9,2022
"SW","EKPOMA","10063228",0,0,10,2022
"SW","EKPOMA","10063228",0,0,11,2022
"SW","EKPOMA","10063228",0,0,12,2022
"SW","EKPOMA","10080907",20.8848,10.4424,1,2022
"SW","EKPOMA","10080907",20.2555,10.12775,2,2022
"SW","EKPOMA","10080907",20.528,10.264,3,2022
"SW","EKPOMA","10080907",21.2523333333333,10.6261666666667,4,2022
"SW","EKPOMA","10080907",20.4809677419355,10.2404838709677,5,2022
"SW","EKPOMA","10080907",19.1267333333333,9.56336666666667,6,2022
"SW","EKPOMA","10080907",20.2727096774194,10.1363548387097,7,2022
"SW","EKPOMA","10080907",20.8123870967742,10.4061935483871,8,2022
"SW","EKPOMA","10080907",19.9079333333333,9.95396666666667,9,2022
"SW","EKPOMA","10080907",18.2492903225806,9.12464516129032,10,2022
"SW","EKPOMA","10080907",18.4914,9.2457,11,2022
"SW","EKPOMA","10080907",20.8435238095238,10.4217619047619,12,2022
"SW","EKPOMA","10090361",0,0,1,2022
"SW","EKPOMA","10090361",0,0,2,2022
"SW","EKPOMA","10090361",0,0,3,2022
"SW","EKPOMA","10090361",0,0,4,2022
"SW","EKPOMA","10090361",0,0,5,2022
"SW","EKPOMA","10090361",0,0,6,2022
"SW","EKPOMA","10090361",0,0,7,2022
"SW","EKPOMA","10090361",0,0,8,2022
"SW","EKPOMA","10090361",0,0,9,2022
"SW","EKPOMA","10090361",0,0,10,2022
"SW","EKPOMA","10090361",0,0,11,2022
"SW","EKPOMA","10090361",0,0,12,2022
"SW","EKPOMA","10097797",0,0,1,2022
"SW","EKPOMA","10097797",0,0,2,2022
"SW","EKPOMA","10097797",0,0,3,2022
"SW","EKPOMA","10097797",0,0,4,2022
"SW","EKPOMA","10097797",0,0,5,2022
"SW","EKPOMA","10097797",0,0,6,2022
"SW","EKPOMA","10097797",0,0,7,2022
"SW","EKPOMA","10097797",0,0,8,2022
"SW","EKPOMA","10097797",0,0,9,2022
"SW","EKPOMA","10097797",0,0,10,2022
"SW","EKPOMA","10097797",0,0,11,2022
"SW","EKPOMA","10097797",0,0,12,2022
"SW","EKPOMA","10098890",0,0,1,2022
"SW","EKPOMA","10098890",0,0,2,2022
"SW","EKPOMA","10098890",0,0,3,2022
"SW","EKPOMA","10098890",0,0,4,2022
"SW","EKPOMA","10098890",0,0,5,2022
"SW","EKPOMA","10098890",0,0,6,2022
"SW","EKPOMA","10098890",0,0,7,2022
"SW","EKPOMA","10098890",0,0,8,2022
"SW","EKPOMA","10098890",0,0,9,2022
"SW","EKPOMA","10098890",0,0,10,2022
"SW","EKPOMA","10098890",0,0,11,2022
"SW","EKPOMA","10098890",0,0,12,2022
"SW","EKPOMA","10109644",0,0,1,2022
"SW","EKPOMA","10109644",0,0,2,2022
"SW","EKPOMA","10109644",0,0,3,2022
"SW","EKPOMA","10109644",0,0,4,2022
"SW","EKPOMA","10109644",0,0,5,2022
"SW","EKPOMA","10109644",0,0,6,2022
"SW","EKPOMA","10109644",0,0,7,2022
"SW","EKPOMA","10109644",0,0,8,2022
"SW","EKPOMA","10109644",0,0,9,2022
"SW","EKPOMA","10109644",0,0,10,2022
"SW","EKPOMA","10109644",0,0,11,2022
"SW","EKPOMA","10109644",0,0,12,2022
"SW","EKPOMA","108880",72.229,36.1145,1,2022
"SW","EKPOMA","108880",71.3347142857143,35.6673571428571,2,2022
"SW","EKPOMA","108880",64.2463225806452,32.1231612903226,3,2022
"SW","EKPOMA","108880",62.5318,31.2659,4,2022
"SW","EKPOMA","108880",62.0632258064516,31.0316129032258,5,2022
"SW","EKPOMA","108880",60.8122666666667,30.4061333333333,6,2022
"SW","EKPOMA","108880",63.8107741935484,31.9053870967742,7,2022
"SW","EKPOMA","108880",60.1427096774194,30.0713548387097,8,2022
"SW","EKPOMA","108880",52.635,26.3175,9,2022
"SW","EKPOMA","108880",48.2883870967742,24.1441935483871,10,2022
"SW","EKPOMA","108880",58.2888666666667,29.1444333333333,11,2022
"SW","EKPOMA","108880",74.664380952381,37.3321904761905,12,2022
"SW","EKPOMA","10980611",-0.0126,-0.0063,1,2022
"SW","EKPOMA","10980611",0.02,0.01,2,2022
"SW","EKPOMA","10980611",0.0793548387096774,0.0396774193548387,3,2022
"SW","EKPOMA","10980611",0.340666666666667,0.170333333333333,4,2022
"SW","EKPOMA","10980611",0.310967741935484,0.155483870967742,5,2022
"SW","EKPOMA","10980611",0.0906666666666667,0.0453333333333333,6,2022
"SW","EKPOMA","10980611",0.0793548387096774,0.0396774193548387,7,2022
"SW","EKPOMA","10980611",0.0237037037037037,0.0118518518518519,8,2022
"SW","EKPOMA","10980611",0,0,9,2022
"SW","EKPOMA","10980611",0.00838709677419355,0.00419354838709677,10,2022
"SW","EKPOMA","10980611",0.068,0.034,11,2022
"SW","EKPOMA","10980611",0.108095238095238,0.0540476190476191,12,2022
"SW","EKPOMA","10983534",0.578,0.289,1,2022
"SW","EKPOMA","10983534",0.934642857142857,0.467321428571429,2,2022
"SW","EKPOMA","10983534",1.21741935483871,0.608709677419355,3,2022
"SW","EKPOMA","10983534",2.69933333333333,1.34966666666667,4,2022
"SW","EKPOMA","10983534",3.37774193548387,1.68887096774194,5,2022
"SW","EKPOMA","10983534",2.082,1.041,6,2022
"SW","EKPOMA","10983534",1.38225806451613,0.691129032258065,7,2022
"SW","EKPOMA","10983534",1.042,0.521,8,2022
"SW","EKPOMA","10983534",0.834266666666667,0.417133333333333,9,2022
"SW","EKPOMA","10983534",0.321870967741935,0.160935483870968,10,2022
"SW","EKPOMA","10983534",0.0012,0.0006,11,2022
"SW","EKPOMA","10983534",0.0666666666666667,0.0333333333333333,12,2022
"SW","EKPOMA","113441",3.3924,1.6962,1,2022
"SW","EKPOMA","113441",3.81492857142857,1.90746428571429,2,2022
"SW","EKPOMA","113441",3.88193548387097,1.94096774193548,3,2022
"SW","EKPOMA","113441",3.20973333333333,1.60486666666667,4,2022
"SW","EKPOMA","113441",2.70090322580645,1.35045161290323,5,2022
"SW","EKPOMA","113441",2.8084,1.4042,6,2022
"SW","EKPOMA","113441",2.77916129032258,1.38958064516129,7,2022
"SW","EKPOMA","113441",2.5898064516129,1.29490322580645,8,2022
"SW","EKPOMA","113441",2.43633333333333,1.21816666666667,9,2022
"SW","EKPOMA","113441",2.5318064516129,1.26590322580645,10,2022
"SW","EKPOMA","113441",2.7212,1.3606,11,2022
"SW","EKPOMA","113441",2.66819047619048,1.33409523809524,12,2022
"SW","EKPOMA","BHF20HLK",117.841,58.9205,1,2022
"SW","EKPOMA","BHF20HLK",117.619285714286,58.8096428571429,2,2022
"SW","EKPOMA","BHF20HLK",107.471806451613,53.7359032258064,3,2022
"SW","EKPOMA","BHF20HLK",91.4516,45.7258,4,2022
"SW","EKPOMA","BHF20HLK",83.2066451612903,41.6033225806452,5,2022
"SW","EKPOMA","BHF20HLK",78.2536666666667,39.1268333333333,6,2022
"SW","EKPOMA","BHF20HLK",81.4832903225806,40.7416451612903,7,2022
"SW","EKPOMA","BHF20HLK",81.0345806451613,40.5172903225806,8,2022
"SW","EKPOMA","BHF20HLK",75.9288666666667,37.9644333333333,9,2022
"SW","EKPOMA","BHF20HLK",72.8836774193548,36.4418387096774,10,2022
"SW","EKPOMA","BHF20HLK",76.5698,38.2849,11,2022
"SW","EKPOMA","BHF20HLK",80.2685714285714,40.1342857142857,12,2022
"SW","EKPOMA","D108881",0.1,0.05,1,2022
"SW","EKPOMA","D108881",0.100714285714286,0.0503571428571429,2,2022
"SW","EKPOMA","D108881",0.0838709677419355,0.0419354838709678,3,2022
"SW","EKPOMA","D108881",0.086,0.043,4,2022
"SW","EKPOMA","D108881",0.0793548387096774,0.0396774193548387,5,2022
"SW","EKPOMA","D108881",0.1492,0.0746,6,2022
"SW","EKPOMA","D108881",0.176,0.088,7,2022
"SW","EKPOMA","D108881",0.086,0.043,8,2022
"SW","EKPOMA","D108881",0.0995333333333333,0.0497666666666667,9,2022
"SW","EKPOMA","D108881",0.146129032258064,0.0730645161290322,10,2022
"SW","EKPOMA","D108881",0.0762666666666667,0.0381333333333333,11,2022
"SW","EKPOMA","D108881",0.0167619047619048,0.00838095238095238,12,2022
"SW","EKPOMA","HIT20NG",0.314,0.157,1,2022
"SW","EKPOMA","HIT20NG",0.305071428571429,0.152535714285714,2,2022
"SW","EKPOMA","HIT20NG",0.472064516129032,0.236032258064516,3,2022
"SW","EKPOMA","HIT20NG",0.676,0.338,4,2022
"SW","EKPOMA","HIT20NG",0.603935483870968,0.301967741935484,5,2022
"SW","EKPOMA","HIT20NG",0.388,0.194,6,2022
"SW","EKPOMA","HIT20NG",0.362193548387097,0.181096774193548,7,2022
"SW","EKPOMA","HIT20NG",0.266222222222222,0.133111111111111,8,2022
"SW","EKPOMA","HIT20NG",0.196666666666667,0.0983333333333333,9,2022
"SW","EKPOMA","HIT20NG",0.236193548387097,0.118096774193548,10,2022
"SW","EKPOMA","HIT20NG",0.274266666666667,0.137133333333333,11,2022
"SW","EKPOMA","HIT20NG",0.287238095238095,0.143619047619048,12,2022
"SW","EKPOMA","PMF20HLK",4.8984,2.4492,1,2022
"SW","EKPOMA","PMF20HLK",4.61985714285714,2.30992857142857,2,2022
"SW","EKPOMA","PMF20HLK",5.206,2.603,3,2022
"SW","EKPOMA","PMF20HLK",6.51893333333333,3.25946666666667,4,2022
"SW","EKPOMA","PMF20HLK",7.35354838709678,3.67677419354839,5,2022
"SW","EKPOMA","PMF20HLK",6.30506666666667,3.15253333333333,6,2022
"SW","EKPOMA","PMF20HLK",5.83683870967742,2.91841935483871,7,2022
"SW","EKPOMA","PMF20HLK",5.37064516129032,2.68532258064516,8,2022
"SW","EKPOMA","PMF20HLK",5.9734,2.9867,9,2022
"SW","EKPOMA","PMF20HLK",7.26825806451613,3.63412903225806,10,2022
"SW","EKPOMA","PMF20HLK",7.54673333333333,3.77336666666667,11,2022
"SW","EKPOMA","PMF20HLK",8.05742857142857,4.02871428571429,12,2022
"SW","EKPOMA","PMM20HLK",2.3516,1.1758,1,2022
"SW","EKPOMA","PMM20HLK",2.06507142857143,1.03253571428571,2,2022
"SW","EKPOMA","PMM20HLK",3.1341935483871,1.56709677419355,3,2022
"SW","EKPOMA","PMM20HLK",4.58993333333333,2.29496666666667,4,2022
"SW","EKPOMA","PMM20HLK",4.33096774193548,2.16548387096774,5,2022
"SW","EKPOMA","PMM20HLK",4.015,2.0075,6,2022
"SW","EKPOMA","PMM20HLK",4.42987096774194,2.21493548387097,7,2022
"SW","EKPOMA","PMM20HLK",4.57567741935484,2.28783870967742,8,2022
"SW","EKPOMA","PMM20HLK",4.76266666666667,2.38133333333333,9,2022
"SW","EKPOMA","PMM20HLK",4.26664516129032,2.13332258064516,10,2022
"SW","EKPOMA","PMM20HLK",4.28973333333333,2.14486666666667,11,2022
"SW","EKPOMA","PMM20HLK",5.36809523809524,2.68404761904762,12,2022
"SW","EKPOMA","RKF20HLK",95.6088,47.8044,1,2022
"SW","EKPOMA","RKF20HLK",94.2457142857143,47.1228571428571,2,2022
"SW","EKPOMA","RKF20HLK",100.255870967742,50.127935483871,3,2022
"SW","EKPOMA","RKF20HLK",111.118133333333,55.5590666666667,4,2022
"SW","EKPOMA","RKF20HLK",113.712451612903,56.8562258064516,5,2022
"SW","EKPOMA","RKF20HLK",118.8962,59.4481,6,2022
"SW","EKPOMA","RKF20HLK",134.260516129032,67.1302580645161,7,2022
"SW","EKPOMA","RKF20HLK",126.672903225806,63.3364516129032,8,2022
"SW","EKPOMA","RKF20HLK",125.893933333333,62.9469666666667,9,2022
"SW","EKPOMA","RKF20HLK",125.242064516129,62.6210322580645,10,2022
"SW","EKPOMA","RKF20HLK",106.166866666667,53.0834333333333,11,2022
"SW","EKPOMA","RKF20HLK",103.185523809524,51.5927619047619,12,2022
"SW","IBADAN","10040447",9.4526,4.7263,1,2022
"SW","IBADAN","10040447",21.9402857142857,10.9701428571429,2,2022
"SW","IBADAN","10040447",30.7452258064516,15.3726129032258,3,2022
"SW","IBADAN","10040447",67.7783333333333,33.8891666666667,4,2022
"SW","IBADAN","10040447",155.331935483871,77.6659677419355,5,2022
"SW","IBADAN","10040447",116.335133333333,58.1675666666667,6,2022
"SW","IBADAN","10040447",64.2138064516129,32.1069032258064,7,2022
"SW","IBADAN","10040447",82.7954193548387,41.3977096774193,8,2022
"SW","IBADAN","10040447",35.7756,17.8878,9,2022
"SW","IBADAN","10040447",3.44948387096774,1.72474193548387,10,2022
"SW","IBADAN","10040447",11.2748,5.6374,11,2022
"SW","IBADAN","10040447",21.056,10.528,12,2022
"SW","IBADAN","10047371",0,0,1,2022
"SW","IBADAN","10047371",0,0,2,2022
"SW","IBADAN","10047371",0,0,3,2022
"SW","IBADAN","10047371",0.00133333333333333,0.000666666666666667,4,2022
"SW","IBADAN","10047371",0,0,5,2022
"SW","IBADAN","10047371",-0.00146666666666667,-0.000733333333333333,6,2022
"SW","IBADAN","10047371",0,0,7,2022
"SW","IBADAN","10047371",0,0,8,2022
"SW","IBADAN","10047371",0,0,9,2022
"SW","IBADAN","10047371",0,0,10,2022
"SW","IBADAN","10047371",0,0,11,2022
"SW","IBADAN","10047371",0,0,12,2022
"SW","IBADAN","10056877",8.8144,4.4072,1,2022
"SW","IBADAN","10056877",3.96164285714286,1.98082142857143,2,2022
"SW","IBADAN","10056877",16.4904516129032,8.24522580645161,3,2022
"SW","IBADAN","10056877",27.6674,13.8337,4,2022
"SW","IBADAN","10056877",50.761935483871,25.3809677419355,5,2022
"SW","IBADAN","10056877",86.6669333333333,43.3334666666667,6,2022
"SW","IBADAN","10056877",56.9967741935484,28.4983870967742,7,2022
"SW","IBADAN","10056877",19.9929677419355,9.99648387096774,8,2022
"SW","IBADAN","10056877",39.1591333333333,19.5795666666667,9,2022
"SW","IBADAN","10056877",41.6829032258065,20.8414516129032,10,2022
"SW","IBADAN","10056877",14.0677333333333,7.03386666666667,11,2022
"SW","IBADAN","10056877",11.686,5.843,12,2022
"SW","IBADAN","10063228",0,0,1,2022
"SW","IBADAN","10063228",0,0,2,2022
"SW","IBADAN","10063228",0,0,3,2022
"SW","IBADAN","10063228",0,0,4,2022
"SW","IBADAN","10063228",0,0,5,2022
"SW","IBADAN","10063228",0,0,6,2022
"SW","IBADAN","10063228",0,0,7,2022
"SW","IBADAN","10063228",0,0,8,2022
"SW","IBADAN","10063228",0.01,0.005,9,2022
"SW","IBADAN","10063228",0,0,10,2022
"SW","IBADAN","10063228",-0.01,-0.005,11,2022
"SW","IBADAN","10063228",0,0,12,2022
"SW","IBADAN","10080907",506.8772,253.4386,1,2022
"SW","IBADAN","10080907",413.970142857143,206.985071428571,2,2022
"SW","IBADAN","10080907",87.0363870967742,43.5181935483871,3,2022
"SW","IBADAN","10080907",177.190533333333,88.5952666666667,4,2022
"SW","IBADAN","10080907",223.107677419355,111.553838709677,5,2022
"SW","IBADAN","10080907",227.371733333333,113.685866666667,6,2022
"SW","IBADAN","10080907",276.770709677419,138.38535483871,7,2022
"SW","IBADAN","10080907",323.161935483871,161.580967741935,8,2022
"SW","IBADAN","10080907",263.062533333333,131.531266666667,9,2022
"SW","IBADAN","10080907",288.113806451613,144.056903225806,10,2022
"SW","IBADAN","10080907",237.930066666667,118.965033333333,11,2022
"SW","IBADAN","10080907",150.601333333333,75.3006666666667,12,2022
"SW","IBADAN","10081184",0,0,1,2022
"SW","IBADAN","10081184",0,0,2,2022
"SW","IBADAN","10081184",0,0,3,2022
"SW","IBADAN","10081184",0,0,4,2022
"SW","IBADAN","10081184",0,0,5,2022
"SW","IBADAN","10081184",0,0,6,2022
"SW","IBADAN","10081184",0,0,7,2022
"SW","IBADAN","10081184",0,0,8,2022
"SW","IBADAN","10081184",0,0,9,2022
"SW","IBADAN","10081184",0,0,10,2022
"SW","IBADAN","10081184",0,0,11,2022
"SW","IBADAN","10081184",0,0,12,2022
"SW","IBADAN","10090361",0,0,1,2022
"SW","IBADAN","10090361",0,0,2,2022
"SW","IBADAN","10090361",0,0,3,2022
"SW","IBADAN","10090361",0,0,4,2022
"SW","IBADAN","10090361",0,0,5,2022
"SW","IBADAN","10090361",0,0,6,2022
"SW","IBADAN","10090361",0,0,7,2022
"SW","IBADAN","10090361",0,0,8,2022
"SW","IBADAN","10090361",0,0,9,2022
"SW","IBADAN","10090361",0,0,10,2022
"SW","IBADAN","10090361",0,0,11,2022
"SW","IBADAN","10090361",0,0,12,2022
"SW","IBADAN","10097797",0,0,1,2022
"SW","IBADAN","10097797",0,0,2,2022
"SW","IBADAN","10097797",0,0,3,2022
"SW","IBADAN","10097797",0,0,4,2022
"SW","IBADAN","10097797",0,0,5,2022
"SW","IBADAN","10097797",0,0,6,2022
"SW","IBADAN","10097797",0,0,7,2022
"SW","IBADAN","10097797",0,0,8,2022
"SW","IBADAN","10097797",0,0,9,2022
"SW","IBADAN","10097797",0,0,10,2022
"SW","IBADAN","10097797",0,0,11,2022
"SW","IBADAN","10097797",0,0,12,2022
"SW","IBADAN","10098890",0,0,1,2022
"SW","IBADAN","10098890",0,0,2,2022
"SW","IBADAN","10098890",0,0,3,2022
"SW","IBADAN","10098890",0,0,4,2022
"SW","IBADAN","10098890",0,0,5,2022
"SW","IBADAN","10098890",0,0,6,2022
"SW","IBADAN","10098890",0,0,7,2022
"SW","IBADAN","10098890",0,0,8,2022
"SW","IBADAN","10098890",0,0,9,2022
"SW","IBADAN","10098890",0,0,10,2022
"SW","IBADAN","10098890",0,0,11,2022
"SW","IBADAN","10098890",0,0,12,2022
"SW","IBADAN","108880",212.161,106.0805,1,2022
"SW","IBADAN","108880",153.0165,76.50825,2,2022
"SW","IBADAN","108880",113.788516129032,56.8942580645161,3,2022
"SW","IBADAN","108880",228.711733333333,114.355866666667,4,2022
"SW","IBADAN","108880",288.111096774194,144.055548387097,5,2022
"SW","IBADAN","108880",182.740066666667,91.3700333333333,6,2022
"SW","IBADAN","108880",189.794516129032,94.8972580645161,7,2022
"SW","IBADAN","108880",259.142709677419,129.57135483871,8,2022
"SW","IBADAN","108880",248.595333333333,124.297666666667,9,2022
"SW","IBADAN","108880",220.080064516129,110.040032258065,10,2022
"SW","IBADAN","108880",141.6184,70.8092,11,2022
"SW","IBADAN","108880",132.64980952381,66.3249047619048,12,2022
"SW","IBADAN","10980611",1.036,0.518,1,2022
"SW","IBADAN","10980611",1.64128571428571,0.820642857142857,2,2022
"SW","IBADAN","10980611",1.74251612903226,0.871258064516129,3,2022
"SW","IBADAN","10980611",1.5302,0.7651,4,2022
